T,Temp Max,Temp min,V,RA,SN,TS,FG,TN,GR
Average annual temperature,Annual average maximum temperature,Average annual minimum temperature,Annual average wind speed,Number of days with rain,Number of days with snow,Number of days with storm,Number of foggy days,Number of days with tornado,Number of days with hail
